Mod:Item:MetaData, Localized Name
hbm:tile.ore_australium:7, Australian Ore
hbm:tile.ore_australium:8, Australian Ore
hbm:tile.ore_australium:9, Australian Ore
hbm:tile.ore_australium:10, Australian Ore
hbm:tile.ore_australium:11, Australian Ore
hbm:tile.ore_australium:12, Australian Ore
hbm:tile.ore_rare:0, Rare Earth Ore
hbm:tile.ore_rare:1, Rare Earth Ore
hbm:tile.ore_rare:2, Rare Earth Ore
hbm:tile.ore_rare:3, Rare Earth Ore
hbm:tile.ore_rare:4, Rare Earth Ore
hbm:tile.ore_rare:5, Rare Earth Ore
hbm:tile.ore_rare:6, Rare Earth Ore
hbm:tile.ore_rare:7, Rare Earth Ore
hbm:tile.ore_rare:8, Rare Earth Ore
hbm:tile.ore_rare:9, Rare Earth Ore
hbm:tile.ore_rare:10, Rare Earth Ore
hbm:tile.ore_rare:11, Rare Earth Ore
hbm:tile.ore_rare:12, Rare Earth Ore
hbm:tile.ore_cobalt:0, Cobalt Ore
hbm:tile.ore_cobalt:1, Cobalt Ore
hbm:tile.ore_cobalt:2, Cobalt Ore
hbm:tile.ore_cobalt:3, Cobalt Ore
hbm:tile.ore_cobalt:4, Cobalt Ore
hbm:tile.ore_cobalt:5, Cobalt Ore
hbm:tile.ore_cobalt:6, Cobalt Ore
hbm:tile.ore_cobalt:7, Cobalt Ore
hbm:tile.ore_cobalt:8, Cobalt Ore
hbm:tile.ore_cobalt:9, Cobalt Ore
hbm:tile.ore_cobalt:10, Cobalt Ore
hbm:tile.ore_cobalt:11, Cobalt Ore
hbm:tile.ore_cobalt:12, Cobalt Ore
hbm:tile.ore_cinnebar:0, Cinnabar Ore
hbm:tile.ore_cinnebar:1, Cinnabar Ore
hbm:tile.ore_cinnebar:2, Cinnabar Ore
hbm:tile.ore_cinnebar:3, Cinnabar Ore
hbm:tile.ore_cinnebar:4, Cinnabar Ore
hbm:tile.ore_cinnebar:5, Cinnabar Ore
hbm:tile.ore_cinnebar:6, Cinnabar Ore
hbm:tile.ore_cinnebar:7, Cinnabar Ore
hbm:tile.ore_cinnebar:8, Cinnabar Ore
hbm:tile.ore_cinnebar:9, Cinnabar Ore
hbm:tile.ore_cinnebar:10, Cinnabar Ore
hbm:tile.ore_cinnebar:11, Cinnabar Ore
hbm:tile.ore_cinnebar:12, Cinnabar Ore
hbm:tile.ore_coltan:0, Coltan Ore
hbm:tile.ore_coltan:1, Coltan Ore
hbm:tile.ore_coltan:2, Coltan Ore
hbm:tile.ore_coltan:3, Coltan Ore
hbm:tile.ore_coltan:4, Coltan Ore
hbm:tile.ore_coltan:5, Coltan Ore
hbm:tile.ore_coltan:6, Coltan Ore
hbm:tile.ore_coltan:7, Coltan Ore
hbm:tile.ore_coltan:8, Coltan Ore
hbm:tile.ore_coltan:9, Coltan Ore
hbm:tile.ore_coltan:10, Coltan Ore
hbm:tile.ore_coltan:11, Coltan Ore
hbm:tile.ore_coltan:12, Coltan Ore
hbm:tile.ore_lanthanium:0, Lanthanium Ore
hbm:tile.ore_lanthanium:1, Lanthanium Ore
hbm:tile.ore_lanthanium:2, Lanthanium Ore
hbm:tile.ore_lanthanium:3, Lanthanium Ore
hbm:tile.ore_lanthanium:4, Lanthanium Ore
hbm:tile.ore_lanthanium:5, Lanthanium Ore
hbm:tile.ore_lanthanium:6, Lanthanium Ore
hbm:tile.ore_lanthanium:7, Lanthanium Ore
hbm:tile.ore_lanthanium:8, Lanthanium Ore
hbm:tile.ore_lanthanium:9, Lanthanium Ore
hbm:tile.ore_lanthanium:10, Lanthanium Ore
hbm:tile.ore_lanthanium:11, Lanthanium Ore
hbm:tile.ore_lanthanium:12, Lanthanium Ore
hbm:tile.cluster_iron:0, Iron Ore Cluster
hbm:tile.cluster_iron:1, Iron Ore Cluster
hbm:tile.cluster_iron:2, Iron Ore Cluster
hbm:tile.cluster_iron:3, Iron Ore Cluster
hbm:tile.cluster_iron:4, Iron Ore Cluster
hbm:tile.cluster_iron:5, Iron Ore Cluster
hbm:tile.cluster_iron:6, Iron Ore Cluster
hbm:tile.cluster_iron:7, Iron Ore Cluster
hbm:tile.cluster_iron:8, Iron Ore Cluster
hbm:tile.cluster_iron:9, Iron Ore Cluster
hbm:tile.cluster_iron:10, Iron Ore Cluster
hbm:tile.cluster_iron:11, Iron Ore Cluster
hbm:tile.cluster_iron:12, Iron Ore Cluster
hbm:tile.cluster_titanium:0, Titanium Ore Cluster
hbm:tile.cluster_titanium:1, Titanium Ore Cluster
hbm:tile.cluster_titanium:2, Titanium Ore Cluster
hbm:tile.cluster_titanium:3, Titanium Ore Cluster
hbm:tile.cluster_titanium:4, Titanium Ore Cluster
hbm:tile.cluster_titanium:5, Titanium Ore Cluster
hbm:tile.cluster_titanium:6, Titanium Ore Cluster
hbm:tile.cluster_titanium:7, Titanium Ore Cluster
hbm:tile.cluster_titanium:8, Titanium Ore Cluster
hbm:tile.cluster_titanium:9, Titanium Ore Cluster
hbm:tile.cluster_titanium:10, Titanium Ore Cluster
hbm:tile.cluster_titanium:11, Titanium Ore Cluster
hbm:tile.cluster_titanium:12, Titanium Ore Cluster
hbm:tile.cluster_aluminium:0, Aluminium Ore Cluster
hbm:tile.cluster_aluminium:1, Aluminium Ore Cluster
hbm:tile.cluster_aluminium:2, Aluminium Ore Cluster
hbm:tile.cluster_aluminium:3, Aluminium Ore Cluster
hbm:tile.cluster_aluminium:4, Aluminium Ore Cluster
hbm:tile.cluster_aluminium:5, Aluminium Ore Cluster
hbm:tile.cluster_aluminium:6, Aluminium Ore Cluster
hbm:tile.cluster_aluminium:7, Aluminium Ore Cluster
hbm:tile.cluster_aluminium:8, Aluminium Ore Cluster
hbm:tile.cluster_aluminium:9, Aluminium Ore Cluster
hbm:tile.cluster_aluminium:10, Aluminium Ore Cluster
hbm:tile.cluster_aluminium:11, Aluminium Ore Cluster
hbm:tile.cluster_aluminium:12, Aluminium Ore Cluster
hbm:tile.cluster_copper:0, Copper Ore Cluster
hbm:tile.cluster_copper:1, Copper Ore Cluster
hbm:tile.cluster_copper:2, Copper Ore Cluster
hbm:tile.cluster_copper:3, Copper Ore Cluster
hbm:tile.cluster_copper:4, Copper Ore Cluster
hbm:tile.cluster_copper:5, Copper Ore Cluster
hbm:tile.cluster_copper:6, Copper Ore Cluster
hbm:tile.cluster_copper:7, Copper Ore Cluster
hbm:tile.cluster_copper:8, Copper Ore Cluster
hbm:tile.cluster_copper:9, Copper Ore Cluster
hbm:tile.cluster_copper:10, Copper Ore Cluster
hbm:tile.cluster_copper:11, Copper Ore Cluster
hbm:tile.cluster_copper:12, Copper Ore Cluster
hbm:tile.ore_bedrock_oil:0, Bedrock Oil Deposit
hbm:tile.ore_bedrock_oil:1, Bedrock Oil Deposit
hbm:tile.ore_bedrock_oil:2, Bedrock Oil Deposit
hbm:tile.ore_bedrock_oil:3, Bedrock Oil Deposit
hbm:tile.ore_bedrock_oil:4, Bedrock Oil Deposit
hbm:tile.ore_bedrock_oil:5, Bedrock Oil Deposit
hbm:tile.ore_bedrock_oil:6, Bedrock Oil Deposit
hbm:tile.ore_bedrock_oil:7, Bedrock Oil Deposit
hbm:tile.ore_bedrock_oil:8, Bedrock Oil Deposit
hbm:tile.ore_bedrock_oil:9, Bedrock Oil Deposit
hbm:tile.ore_bedrock_oil:10, Bedrock Oil Deposit
hbm:tile.ore_bedrock_oil:11, Bedrock Oil Deposit
hbm:tile.ore_bedrock_oil:12, Bedrock Oil Deposit
hbm:tile.ore_nether_coal, Burning Nether Coal Ore
hbm:tile.ore_nether_smoldering, Smoldering Netherrack
hbm:tile.ore_nether_uranium, Nether Uranium Ore
hbm:tile.ore_nether_uranium_scorched, Scorched Nether Uranium Ore
hbm:tile.ore_nether_plutonium, Nether Plutonium Ore
hbm:tile.ore_nether_tungsten, Nether Tungsten Ore
hbm:tile.ore_nether_sulfur, Nether Sulfur Ore
hbm:tile.ore_nether_fire, Nether Phosphorus Ore
hbm:tile.ore_nether_cobalt, Nether Cobalt Ore
hbm:tile.ore_nether_schrabidium, Nether Schrabidium Ore
hbm:tile.ore_meteor:0, Meteor Iron Ore
hbm:tile.ore_meteor:1, Meteor Copper Ore
hbm:tile.ore_meteor:2, Meteor Aluminium Ore
hbm:tile.ore_meteor:3, Meteor Rare Earth Ore
hbm:tile.ore_meteor:4, Meteor Cobalt Ore
hbm:tile.ore_gneiss_iron, Schist Iron Ore
hbm:tile.ore_gneiss_gold, Schist Gold Ore
hbm:tile.ore_gneiss_uranium, Schist Uranium Ore
hbm:tile.ore_gneiss_uranium_scorched, Scorched Schist Uranium Ore
hbm:tile.ore_gneiss_copper, Schist Copper Ore
hbm:tile.ore_gneiss_asbestos, Schist Asbestos Ore
hbm:tile.ore_gneiss_lithium, Schist Lithium Ore
hbm:tile.ore_gneiss_schrabidium, Schist Schrabidium Ore
hbm:tile.ore_gneiss_rare, Schist Rare Earth Ore
hbm:tile.ore_gneiss_gas, Gas Shale
hbm:tile.ore_depth_cinnebar, Depth Cinnabar Ore
hbm:tile.ore_depth_zirconium, Depth Zirconium Ore
hbm:tile.ore_depth_borax, Depth Borax Ore
hbm:tile.cluster_depth_iron, Depth Iron Ore Cluster
hbm:tile.cluster_depth_titanium, Depth Titanium Ore Cluster
hbm:tile.cluster_depth_tungsten, Depth Tungsten Ore Cluster
hbm:tile.ore_alexandrite, Alexandrite Ore
hbm:tile.ore_depth_nether_neodymium, Nether Depth Neodymium Ore
hbm:tile.ore_basalt:0, Sulfur-Rich Basalt
hbm:tile.ore_basalt:1, Fluorite-Rich Basalt
hbm:tile.ore_basalt:2, Asbestos-Rich Basalt
hbm:tile.ore_basalt:3, Gem-Rich Basalt
hbm:tile.ore_basalt:4, Molysite-Rich Basalt
hbm:tile.ore_tikite, Trixite
hbm:tile.ore_bedrock, Bedrock Ore
hbm:tile.ore_volcano, Geothermal Vent
hbm:tile.stone_keyhole, Strange Stone
hbm:tile.stone_keyhole_meta, Strange Red Room Brick
hbm:tile.stone_resource:0, Sulfurous Stone
hbm:tile.stone_resource:1, Chrysotile
hbm:tile.stone_resource:2, Hematite
hbm:tile.stone_resource:3, Malachite
hbm:tile.stone_resource:4, Limestone
hbm:tile.stone_resource:5, Bauxite
hbm:tile.stone_resource:6, Conglomerate
hbm:tile.stone_resource:7, Calcium
hbm:tile.stone_resource:8, Rutile
hbm:tile.stone_resource:9, Anthracite
hbm:tile.stone_resource:10, Flaming Anthracite
hbm:tile.stone_resource:11, Cobaltite
hbm:tile.block_crystal:0, Coal Crystal Block
hbm:tile.block_crystal:1, Iron Crystal Block
hbm:tile.block_crystal:2, Gold Crystal Block
hbm:tile.block_crystal:3, Redstone Crystal Block
hbm:tile.block_crystal:4, Lapis Crystal Block
hbm:tile.block_crystal:5, Diamond Crystal Block
hbm:tile.block_crystal:6, Uranium Crystal Block
hbm:tile.block_crystal:7, Thorium Crystal Block
hbm:tile.block_crystal:8, Plutonium Crystal Block
hbm:tile.block_crystal:9, Titanium Crystal Block
hbm:tile.block_crystal:10, Sulfur Crystal Block
hbm:tile.block_crystal:11, Niter Crystal Block
hbm:tile.block_crystal:12, Copper Crystal Block
hbm:tile.block_crystal:13, Tungsten Crystal Block
hbm:tile.block_crystal:14, Aluminium Crystal Block
hbm:tile.block_crystal:15, Fluorite Crystal Block
hbm:tile.block_crystal_2:0, Beryllium Crystal Block
hbm:tile.block_crystal_2:1, Lead Crystal Block
hbm:tile.block_crystal_2:2, Schraranium Crystal Block
hbm:tile.block_crystal_2:3, Schrabidium Crystal Block
hbm:tile.block_crystal_2:4, Rare Earth Crystal Block
hbm:tile.block_crystal_2:5, Phosphorus Crystal Block
hbm:tile.block_crystal_2:6, Trixite Crystal Block
hbm:tile.block_crystal_2:7, Lithium Crystal Block
hbm:tile.block_crystal_2:8, Cobalt Crystal Block
hbm:tile.block_crystal_2:9, Mineral Crystal Block
hbm:tile.block_crystal_2:10, Nickel Crystal Block
hbm:tile.block_crystal_2:11, Niobium Crystal Block
hbm:tile.block_crystal_2:12, Zinc Crystal Block
hbm:tile.block_crystal_2:13, Osmiridium Crystal Block
hbm:tile.block_crystal_2:14, Cinnebar Crystal Block
hbm:tile.block_crystal_2:15, Starmetal Crystal Block
hbm:tile.block_raw_ore:0, Block of Raw Iron
hbm:tile.block_raw_ore:1, Block of Raw Gold
hbm:tile.block_raw_ore:2, Block of Raw Copper
hbm:tile.block_raw_ore:3, Block of Raw Titanium
hbm:tile.block_raw_ore:4, Block of Raw Thorium
hbm:tile.block_raw_ore:5, Block of Raw Morkite
hbm:tile.block_raw_ore:6, Block of Raw Nickel
hbm:tile.block_raw_ore:7, Block of Raw Mineral
hbm:tile.block_raw_ore:8, Block of Raw Zinc
hbm:tile.block_raw_ore:9, Block of Raw Lithium
hbm:tile.block_raw_ore:10, Block of Raw Niobium
hbm:tile.block_raw_ore:11, Block of Raw Palladium
hbm:tile.block_raw_ore:12, Block of Raw Iodine
hbm:tile.block_raw_ore:13, Block of Raw Arsenic
hbm:tile.block_raw_ore:14, Block of Raw Cadmium
hbm:tile.block_raw_ore:15, Block of Raw Tungsten
hbm:tile.block_raw_ore_2:0, Block of Raw Aluminium
hbm:tile.block_raw_ore_2:1, Block of Raw Lead
hbm:tile.block_raw_ore_2:2, Block of Raw Beryllium
hbm:tile.block_raw_ore_2:3, Block of Raw Silicon
hbm:tile.block_raw_ore_2:4, Block of Raw Australium
hbm:tile.block_raw_ore_2:5, Block of Raw Lanthanium
hbm:tile.block_raw_ore_2:6, Block of Raw Uranium
hbm:tile.block_raw_ore_2:7, Block of Raw Schrabidium
hbm:tile.stalagmite:0, Sulfurous Stalagmite
hbm:tile.stalagmite:1, Asbestos Stalagmite
hbm:tile.stalagmite:2, Fleshy Spindles
hbm:tile.stalagmite:3, Icy Stalagmite
hbm:tile.stalagmite:4, Snowy Stalagmite
hbm:tile.stalagmite:5, Glyphid Stalagmite
hbm:tile.stalagmite:6, Bloated Glyphid Stalagmite
hbm:tile.stalagmite:7, Putrid Glyphid Stalagmite
hbm:tile.stalactite:0, Sulfurous Stalactite
hbm:tile.stalactite:1, Asbestos Stalactite
hbm:tile.stalactite:2, Fleshy Spindles
hbm:tile.stalactite:3, Icy Stalactite
hbm:tile.stalactite:4, Snowy Stalactite
hbm:tile.stalactite:5, Glyphid Stalactite
hbm:tile.stalactite:6, Bloated Glyphid Stalactite
hbm:tile.stalactite:7, Putrid Glyphid Stalactite
hbm:tile.stone_biome:0, tile.stone_biome.desert.name
hbm:tile.stone_biome:1, tile.stone_biome.woodland.name
hbm:tile.stone_porous, Porous Stone
hbm:tile.stone_gneiss, Graphitic Schist
hbm:tile.gneiss_brick, Schist Brick
hbm:tile.gneiss_tile, Schist Tile
hbm:tile.gneiss_chiseled, Chiseled Schist
hbm:tile.stone_depth, Depth Rock
hbm:tile.depth_brick, Depth Bricks
hbm:tile.depth_tiles, Depth Tiles
hbm:tile.stone_depth_nether, Nether Depth Rock
hbm:tile.depth_nether_brick, Nether Depth Bricks
hbm:tile.depth_nether_tiles, Nether Depth Tiles
hbm:tile.depth_dnt, DNT-Reinforced Depth Bricks
hbm:tile.basalt, Basalt
hbm:tile.basalt_smooth, Smooth Basalt
hbm:tile.basalt_brick, Basalt Bricks
hbm:tile.basalt_polished, Polished Basalt
hbm:tile.basalt_tiles, Basalt Tiles
hbm:tile.block_uranium, Block of Uranium
hbm:tile.block_u233, Block of Uranium-233
hbm:tile.block_u235, Block of Uranium-235
hbm:tile.block_u238, Block of Uranium-238
hbm:tile.block_uranium_fuel, Block of Uranium Fuel
hbm:tile.block_neptunium, Block of Neptunium
hbm:tile.block_polonium, Block of Polonium-210
hbm:tile.block_mox_fuel, Block of MOX Fuel
hbm:tile.block_plutonium, Block of Plutonium
hbm:tile.block_pu238, Block of Plutonium-238
hbm:tile.block_pu239, Block of Plutonium-239
hbm:tile.block_pu240, Block of Plutonium-240
hbm:tile.block_pu_mix, Block of Reactor Grade Plutonium
hbm:tile.block_plutonium_fuel, Block of Plutonium Fuel
hbm:tile.block_thorium, Block of Thorium-232
hbm:tile.block_thorium_fuel, Block of Thorium Fuel
hbm:tile.block_titanium, Block of Titanium
hbm:tile.block_sulfur, Block of Sulfur
hbm:tile.block_niter, Block of Niter
hbm:tile.block_copper, Block of Copper
hbm:tile.block_nickel, Block of Nickel
hbm:tile.block_red_copper, Block of Red Copper
hbm:tile.block_tungsten, Block of Tungsten
hbm:tile.block_aluminium, Block of Aluminium
hbm:tile.block_fluorite, Block of Fluorite
hbm:tile.block_beryllium, Block of Beryllium
hbm:tile.block_cobalt, Block of Cobalt
hbm:tile.block_steel, Block of Steel
hbm:tile.block_osmiridium, Block of Osmiridium
hbm:tile.block_tcalloy, Block of Technetium Steel
hbm:tile.block_cdalloy, Block of Cadmium Steel
hbm:tile.block_lead, Block of Lead
hbm:tile.block_bismuth, Block of Bismuth
hbm:tile.block_cadmium, Block of Cadmium
hbm:tile.block_coltan, Block of Coltan
hbm:tile.block_tantalium, Block of Tantalum
hbm:tile.block_niobium, Block of Niobium
hbm:tile.block_lithium, Block of Lithium
hbm:tile.block_zirconium, Block of Zirconium
hbm:tile.block_white_phosphorus, Block of White Phosphorus
hbm:tile.block_red_phosphorus, Block of Red Phosphorus
hbm:tile.block_yellowcake, Block of Yellowcake
hbm:tile.block_scrap, Block of Scrap
hbm:tile.block_electrical_scrap, Block of Electrical Scrap
hbm:tile.block_fallout, Block of Fallout
hbm:tile.block_foam, Foam
hbm:tile.block_graphite, Block of Graphite
hbm:tile.block_coke:0, Block of Coal Coke
hbm:tile.block_coke:1, Block of Lignite Coke
hbm:tile.block_coke:2, Block of Petroleum Coke
hbm:tile.block_graphite_drilled, Drilled Graphite (LEGACY)
hbm:tile.block_graphite_fuel, Pile Fuel (LEGACY)
hbm:tile.block_graphite_rod, Pile Control Rod (LEGACY)
hbm:tile.block_graphite_plutonium, Pile Fuel (Bred) (LEGACY)
hbm:tile.block_graphite_source, Pile Neutron Source (LEGACY)
hbm:tile.block_graphite_lithium, Pile Lithium Fuel (LEGACY)
hbm:tile.block_graphite_tritium, Pile Lithium Fuel (Bred) (LEGACY)
hbm:tile.block_graphite_detector, Pile Neutron Detector (LEGACY)
hbm:tile.block_boron, Block of Boron
hbm:tile.block_insulator, Roll of Insulation
hbm:tile.block_fiberglass, Roll of Fiberglass
hbm:tile.block_asbestos, Block of Asbestos
hbm:tile.block_trinitite, Block of Trinitite
hbm:tile.block_waste, Block of Nuclear Waste
hbm:tile.block_waste_painted, Painted Block of Nuclear Waste
hbm:tile.block_waste_vitrified, Vitrified Block of Nuclear Waste
hbm:tile.ancient_scrap, Ancient Scrap Metal
hbm:tile.block_corium, Corium
hbm:tile.block_corium_cobble, Corebblestone
hbm:tile.block_schraranium, Block of Schraranium
hbm:tile.block_schrabidium, Block of Schrabidium
hbm:tile.block_schrabidate, Block of Ferric Schrabidate
hbm:tile.block_solinium, Block of Solinium
hbm:tile.block_schrabidium_fuel, Block of Schrabidium Fuel
hbm:tile.block_euphemium, Block of Euphemium
hbm:tile.block_schrabidium_cluster, Schrabidium Cluster
hbm:tile.block_euphemium_cluster, Euphemium-Etched Schrabidium Cluster
hbm:tile.block_dineutronium, Block of Dineutronium
hbm:tile.block_magnetized_tungsten, Block of Magnetized Tungsten
hbm:tile.block_combine_steel, Block of CMB Steel
hbm:tile.block_desh, Reinforced Block of Desh
hbm:tile.block_dura_steel, Reinforced Block of High-Speed Steel
hbm:tile.block_starmetal, §9Block of Starmetal§r
hbm:tile.block_polymer, Block of Polymer
hbm:tile.block_bakelite, Block of Bakelite
hbm:tile.block_rubber, Block of Rubber
hbm:tile.block_australium, Block of Australium
hbm:tile.block_cap:0, Block of Nuka Cola Bottle Caps
hbm:tile.block_cap:1, Block of Nuka Cola Quantum Bottle Caps
hbm:tile.block_cap:2, Block of S~Cola Bottle Caps
hbm:tile.block_cap:3, Block of S~Cola RAD Bottle Caps
hbm:tile.block_cap:4, Block of Korl Bottle Caps
hbm:tile.block_cap:5, Block of Fritz Cola Bottle Caps
hbm:tile.block_lanthanium, Block of Lanthanium
hbm:tile.block_ra226, Block of Radium-226
hbm:tile.block_actinium, Block of Actinium
hbm:tile.block_tritium, Block of Tritium Cells
hbm:tile.block_semtex, Block of Semtex
hbm:tile.block_c4, Block of C-4
hbm:tile.block_smore, Block of S'more
hbm:tile.block_slag, Block of Slag
hbm:tile.deco_titanium, Titanium Deco Block
hbm:tile.deco_red_copper, Red Copper Deco Block
hbm:tile.deco_tungsten, Tungsten Deco Block
hbm:tile.deco_aluminium, Aluminium Deco Block
hbm:tile.deco_steel, Steel Deco Block
hbm:tile.deco_rusty_steel, Rusty Steel Deco Block
hbm:tile.deco_lead, Lead Deco Block
hbm:tile.deco_beryllium, Beryllium Deco Block
hbm:tile.platemetal:0, Platemetal Block
hbm:tile.platemetal:1, Black Platemetal Block
hbm:tile.platemetal:2, White Platemetal Block
hbm:tile.platemetal:3, Red Platemetal Block
hbm:tile.platemetal:4, Green Platemetal Block
hbm:tile.platemetal:5, Light Gray Platemetal Block
hbm:tile.platemetal:6, Blue Platemetal Block
hbm:tile.platemetal:7, Purple Platemetal Block
hbm:tile.platemetal:8, Cyan Platemetal Block
hbm:tile.platemetal:9, Pink Platemetal Block
hbm:tile.platemetal:10, Lime Platemetal Block
hbm:tile.platemetal:11, Yellow Platemetal Block
hbm:tile.platemetal:12, Light Blue Platemetal Block
hbm:tile.platemetal:13, Magenta Platemetal Block
hbm:tile.platemetal:14, Orange Platemetal Block
hbm:tile.deco_asbestos, Asbestos Roof
hbm:tile.deco_stainless, Stainless Steel Deco Block
hbm:tile.deco_emitter, Deco Light Emitter
hbm:tile.part_emitter, Deco Particle Emitter
hbm:tile.deco_loot, Loot Pile
hbm:tile.pedestal, Pedestal
hbm:tile.skeleton_holder, Oh, that's a dead guy
hbm:tile.dungeon_spawner, tile.dungeon_spawner.name
hbm:tile.bobblehead:1, Bobblehead
hbm:tile.bobblehead:2, Bobblehead
hbm:tile.bobblehead:3, Bobblehead
hbm:tile.bobblehead:4, Bobblehead
hbm:tile.bobblehead:5, Bobblehead
hbm:tile.bobblehead:6, Bobblehead
hbm:tile.bobblehead:7, Bobblehead
hbm:tile.bobblehead:8, Bobblehead
hbm:tile.bobblehead:9, Bobblehead
hbm:tile.bobblehead:10, Bobblehead
hbm:tile.bobblehead:11, Bobblehead
hbm:tile.bobblehead:12, Bobblehead
hbm:tile.bobblehead:13, Bobblehead
hbm:tile.bobblehead:14, Bobblehead
hbm:tile.bobblehead:15, Bobblehead
hbm:tile.bobblehead:16, Bobblehead
hbm:tile.bobblehead:17, Bobblehead
hbm:tile.bobblehead:18, Bobblehead
hbm:tile.bobblehead:19, Bobblehead
hbm:tile.bobblehead:20, Bobblehead
hbm:tile.bobblehead:21, Bobblehead
hbm:tile.bobblehead:22, Bobblehead
hbm:tile.bobblehead:23, Bobblehead
hbm:tile.bobblehead:24, Bobblehead
hbm:tile.bobblehead:25, Bobblehead
hbm:tile.bobblehead:26, Bobblehead
hbm:tile.bobblehead:27, Bobblehead
hbm:tile.bobblehead:28, Bobblehead
hbm:tile.bobblehead:29, Bobblehead
hbm:tile.bobblehead:30, Bobblehead
hbm:tile.bobblehead:31, Bobblehead
hbm:tile.bobblehead:32, Bobblehead
hbm:tile.snowglobe:1, Snowglobe
hbm:tile.snowglobe:2, Snowglobe
hbm:tile.snowglobe:3, Snowglobe
hbm:tile.snowglobe:4, Snowglobe
hbm:tile.snowglobe:5, Snowglobe
hbm:tile.plushie:1, Yomi Plushie
hbm:tile.plushie:2, Number Nine Plushie
hbm:tile.plushie:3, Hundun Plushie
hbm:tile.plushie:4, Kasane Teto Plushie
hbm:tile.plushie:5, Hatsune Miku Plushie
hbm:tile.plushie:6, Akita Neru Plushie
hbm:tile.plushie:7, Dragon Plushie
hbm:tile.vending_machine:0, Vending Machine
hbm:tile.vending_machine:1, Vending Machine
hbm:tile.deco_rbmk, RBMK Deco Block
hbm:tile.deco_rbmk_smooth, Smooth RBMK Deco Block
hbm:tile.gravel_obsidian, Crushed Obsidian
hbm:tile.gravel_diamond, Diamond Gravel
hbm:tile.lamp_tritium_green_off, Green Tritium Lamp
hbm:tile.lamp_tritium_green_on, Green Tritium Lamp
hbm:tile.lamp_tritium_blue_off, Blue Tritium Lamp
hbm:tile.lamp_tritium_blue_on, Blue Tritium Lamp
hbm:tile.lamp_demon, Demon Core Lamp
hbm:tile.lantern, Lantern
hbm:tile.lantern_behemoth, Old Lantern
hbm:tile.spotlight_incandescent, Cage Lamp
hbm:tile.spotlight_incandescent_off, tile.spotlight_incandescent_off.name
hbm:tile.spotlight_fluoro, Fluorescent Light
hbm:tile.spotlight_fluoro_off, tile.spotlight_fluoro_off.name
hbm:tile.spotlight_halogen, Halogen Floodlight
hbm:tile.spotlight_halogen_off, tile.spotlight_halogen_off.name
hbm:tile.spotlight_beam, tile.spotlight_beam.name
hbm:tile.floodlight, Powered Floodlight
hbm:tile.floodlight_beam, tile.floodlight_beam.name
hbm:tile.sandbags, Sandbags
hbm:tile.wood_barrier, Wooden Barrier
hbm:tile.wood_structure:0, Wooden Roof
hbm:tile.wood_structure:1, Wooden Scaffold
hbm:tile.wood_structure:2, Wooden Ceiling
hbm:tile.asphalt, Asphalt
hbm:tile.asphalt_brimtumen, Brimtumen Asphalt
hbm:tile.asphalt_light, Glowing Asphalt
hbm:tile.reinforced_brick, Reinforced Stone
hbm:tile.reinforced_glass, Reinforced Glass
hbm:tile.reinforced_glass_pane, Reinforced Glass Pane
hbm:tile.reinforced_light, Reinforced Glowstone
hbm:tile.reinforced_sand, Reinforced Sandstone
hbm:tile.reinforced_lamp_off, Reinforced Lamp
hbm:tile.reinforced_lamp_on, Reinforced Lamp
hbm:tile.reinforced_laminate, Reinforced Laminate
hbm:tile.reinforced_laminate_pane, Reinforced Laminate Pane
hbm:tile.rebar, Rebar
hbm:tile.reinforced_stone, Dense Stone
hbm:tile.reinforced_ducrete, Reinforced Ducrete
hbm:tile.concrete_smooth, Concrete
hbm:tile.concrete_colored:0, White Concrete
hbm:tile.concrete_colored:1, Orange Concrete
hbm:tile.concrete_colored:2, Magenta Concrete
hbm:tile.concrete_colored:3, Light Blue Concrete
hbm:tile.concrete_colored:4, Yellow Concrete
hbm:tile.concrete_colored:5, Lime Concrete
hbm:tile.concrete_colored:6, Pink Concrete
hbm:tile.concrete_colored:7, Gray Concrete
hbm:tile.concrete_colored:8, Light Gray Concrete
hbm:tile.concrete_colored:9, Cyan Concrete
hbm:tile.concrete_colored:10, Purple Concrete
hbm:tile.concrete_colored:11, Blue Concrete
hbm:tile.concrete_colored:12, Brown Concrete
hbm:tile.concrete_colored:13, Green Concrete
hbm:tile.concrete_colored:14, Red Concrete
hbm:tile.concrete_colored:15, Black Concrete
hbm:tile.concrete_colored_ext:0, Builder's Choice Concrete - Industrial Tinge
hbm:tile.concrete_colored_ext:1, Builder's Choice Concrete - Industrial Stripe
hbm:tile.concrete_colored_ext:2, Builder's Choice Concrete - Deep Indigo
hbm:tile.concrete_colored_ext:3, Builder's Choice Concrete - Mysterious Purple
hbm:tile.concrete_colored_ext:4, Builder's Choice Concrete - Manly Pink
hbm:tile.concrete_colored_ext:5, Builder's Choice Concrete - Hazard Stripe
hbm:tile.concrete_colored_ext:6, Builder's Choice Concrete - Desert Storm
hbm:tile.concrete_colored_ext:7, Builder's Choice Concrete - Bronze Plating
hbm:tile.concrete, Concrete Tile
hbm:tile.concrete_asbestos, Asbestos Concrete
hbm:tile.concrete_rebar, Reinforced Concrete
hbm:tile.concrete_super, Über Concrete
hbm:tile.concrete_super_broken, Moldy Debris
hbm:tile.ducrete_smooth, Ducrete
